nameGiven,starting_age,ending_age,career_length
Andrew Michael,24,28,4
Clint Rea,23,27,4
Brian Robert,27,31,4
Bradley Michael,28,32,4
Michael Anthony,25,29,4
Clarence Ossie,121,125,4
Thomas Edward,23,27,4
Anthony,123,127,4
Tommy Alexander,25,29,4
Justin Kyle,24,28,4
Homer Vernon,124,128,4
William Garland,24,28,4
Robert Gilchrist,24,28,4
Robert Eugene,24,28,4
Daniel Charles,24,28,4
Richard Harrison,24,28,4
George Shelby,125,129,4
Fred Vincent,122,126,4
James Harry,124,128,4
Martin C.,25,29,4
Oren Edgar,124,128,4
Darrell Wayne,23,27,4
George Daniel,24,28,4
George Anton,122,126,4
Daniel C.,25,29,4
Dennis William,123,127,4
John Emery,24,28,4
James Michael,25,29,4
William Alexander,22,26,4
Monty Franklin Pierce,122,126,4
Stephen James,22,26,4
Lee Elbert,121,125,4
Brian Alexander,27,31,4
Drew Patrick,23,27,4
Donald Franklin,26,30,4
Jesus Rafael,23,27,4
Benjamin Eugene,24,28,4
William Michael,25,29,4
John Felix,25,29,4
Taylor Mark,23,27,4
Douglas John,126,130,4
Robert Joseph,23,27,4
Jose Nicolas,22,26,4
Lester Leo,126,130,4
Myles Lewis,129,133,4
Justin Joseph,24,28,4
Ruben Dario,21,25,4
Jay Weldon,27,31,4
Luis Enrique,23,27,4
Thomas Joseph,123,127,4
Arthur M.,24,28,4
Michael Joseph,20,24,4
Earle Thaddeus,120,124,4
Charles Scott,26,30,4
Miles Grant,130,134,4
Christopher James,24,28,4
William Joseph,131,135,4
James Daniel,23,27,4
Lewis Aloysius,118,122,4
Leslie Clyde,126,130,4
Marty Thomas,26,30,4
Gordon Ralph,131,135,4
Leo John,24,28,4
Rufus James,27,31,4
Conrado Eugenio,39,43,4
Victor Manuel,29,33,4
Harold Winthrop,121,125,4
Felix,23,27,4
Jesus Fernando,21,25,4
Silvio Ramon,22,26,4
Pedro,25,29,4
Joseph A.,26,30,4
Cristhian A.,27,31,4
Samuel Leech,28,32,4
Clyde Wayne,24,28,4
Joseph Anton,124,128,4
Alonzo Albert,125,129,4
Henry Edson,130,134,4
Robert James,123,127,4
Joseph John,121,125,4
Joseph Paul,26,30,4
Timothy Edward,25,29,4
David Charles,25,29,4
Edwin,27,31,4
James,22,26,4
Merrill Glend,128,132,4
William Fort,123,127,4
Adolph James,123,127,4
Richard Bryan,23,27,4
Jesse Allen,22,26,4
Brad Eric,25,29,4
Rufino de la Cruz,30,34,4
Todd Anthony,23,27,4
Robert Eugene,123,127,4
Scott Allen,25,29,4
Edward Clarence,124,128,4
John David,127,131,4
Sheldon Aldenburg,126,130,4
Donald Eugene,28,32,4
Robert Dean,27,31,4
Samuel R.,26,30,4
Robert Earl,27,31,4
Gene,24,28,4
George Tony,129,133,4
Albert Harold,126,130,4
Byrd,127,131,4
Scott Edward,23,27,4
Walter John,126,130,4
Cornelius Cecil,19,23,4
Jonathan Charles,24,28,4
Donald Hassett,25,29,4
Dwight,27,31,4
Noah Ryan,23,27,4
Austin Bush,123,127,4
Russell Errett,24,28,4
Michael Charles,25,29,4
Jacob Daniel,24,28,4
Daniel Michael,25,29,4
Charles Amos,127,131,4
Anderson Daniel,21,25,4
Allen Gabriel,26,30,4
Jeffrey Dee,25,29,4
Patrick Henry,24,28,4
Thomas Michael,24,28,4
Richard James,122,126,4
Jose Luis,25,29,4
Roberto Antonio,21,25,4
Jenrry Manuel,21,25,4
Randall Jerome,24,28,4
Clarence Edward,22,26,4
William Adam,120,124,4
Chad William,24,28,4
James Blaine,128,132,4
Michael Ray,25,29,4
Kristopher Allen,24,28,4
David Keith,25,29,4
Timothy Augustine,124,128,4
Hugh Raphael,124,128,4
John F.,22,26,4
Thomas Law,120,124,4
Guillermo Alejandro,26,30,4
James Frederick,124,128,4
Jose Manuel,26,30,4
Frank H.,21,25,4
Howard Glenn,124,128,4
Justis Logan,23,27,4
Joseph Anselm,128,132,4
Warren Randall,25,29,4
Clayton Grant,24,28,4
Michael D.,24,28,4
Leslie Clyde,122,126,4
Walter John,128,132,4
Seth Marvin,23,27,4
Brenton Andre,23,27,4
Mitchell Austin,25,29,4
Steven Lewis,26,30,4
Alvin Earl,23,27,4
Jose Guillermo,24,28,4
Andres,21,25,4
James Stanford,125,129,4
Damon Reed,26,30,4
Michael David,23,27,4
Stephen Wayne,27,31,4
Nathan Derek,24,28,4
Angel Luis,24,28,4
John Franklin,127,131,4
John Kyle,21,25,4
Samuel R.,27,31,4
Dale Robert,30,34,4
Cruz Gabriel,24,28,4
Gustavo Eduardo,25,29,4
Edward Francis,123,127,4
John Anthony,128,132,4
Ralph Joseph,124,128,4
Matt Jacob,32,36,4
Ezra Millington,127,131,4
Darrell Keith,26,30,4
Roy Oscar,127,131,4
Hugh Stanley,125,129,4
Frank H.,23,27,4
Daniel Edward,24,28,4
Michael Everett,23,27,4
Kevin Patrick,21,25,4
Eric Scott,24,28,4
Reginald Allen,23,27,4
Raymond Watson,127,131,4
Herbert Rodney,129,133,4
Harding William,26,30,4
Vincent William,25,29,4
Adam Charles,22,26,4
Antonio Llamas,22,26,4
Leonard John,125,129,4
Charles Sullivan,125,129,4
Richard Wayne,25,29,4
Charles Henry,25,29,4
Jonathan Matt,29,33,4
David Percy,24,28,4
Ernest Kitchen,124,128,4
Alberto Judas,23,27,4
Charles James,23,27,4
Edward Dixon,123,127,4
John W.,30,34,4
Timothy Patrick,26,30,4
Hector,29,33,4
Logan Jared,25,29,4
John Joseph,129,133,4
Adam Robert,25,29,4
William Tilford,121,125,4
Dennis Joseph,20,24,4
Henry Girard,123,127,4
John Andrew,24,28,4
Eric Carl,23,27,4
Phillip Douglas,24,28,4
Ivan Manuel,23,27,4
Eduardo Michelle,23,27,4
Sherman Omar,23,27,4
Richard Raymond,22,26,4
Lance Joseph,24,28,4
George Edward,20,24,4
David Glen,24,28,4
Fernando Alexis,24,28,4
Jose Miguel,23,27,4
Jeffrey Warren,25,29,4
Herbert Clyde,126,130,4
George Charles,123,127,4
Ronald Lee,24,28,4
Gregory William,29,33,4
Frank Rufus,130,134,4
Alexi,27,31,4
Warren Harvey,121,125,4
Robert Augustus,22,26,4
Blaine,23,27,4
Oswaldo Ramses,22,26,4
Vincent P.,32,36,4
Earl Eugene,123,127,4
Leslie Ferdinand,23,27,4
Daniel James,27,31,4
Gary Wayne,25,29,4
Francis Joseph,123,127,4
Christopher Lars,25,29,4
Jeffrey Joseph,23,27,4
Matthew Henry,24,28,4
Michael Jerome,124,128,4
John Baird,27,31,4
Simeon Augustus,124,128,4
Stephen LeCharles,29,33,4
Robert Lee,28,32,4
Richard Hilton,22,26,4
Alfred James,31,35,4
Frederick Charles,126,130,4
Harry H.,26,30,4
Milton D.,121,125,4
Frank Beall,24,28,4
Howard Wayne,20,24,4
William Joseph,129,133,4
Archie Edward,22,26,4
Joseph Albert,23,27,4
Anthony Loza,24,28,4
Ben Daniel,22,26,4
David Allen,25,29,4
Daniel Robert,23,27,4
Charles W.,27,31,4
Paul Richard,28,32,4
Warren Richard,24,28,4
Michael Anthony,22,26,4
Kenneth Franklin,127,131,4
Jeffrey Scott,24,28,4
Scott Daniel,29,33,4
John Costa,126,130,4
William Herbert,119,123,4
Rabell Saul,29,33,4
Arthur Bernard,122,126,4
Roberto,26,30,4
Jay Seay,28,32,4
Allen Stevens,26,30,4
David Leonard,29,33,4
Grant William,23,27,4
Andre Levett,24,28,4
Sergio,26,30,4
Carlos,24,28,4
Ricardo,26,30,4
Edgar Everett,124,128,4
Jason Charles,25,29,4
Robert Henry,26,30,4
Benjamin Wayne,22,26,4
George Andrew,27,31,4
Richard Eugene,31,35,4
Damon Roswell,123,127,4
Henry Harold,125,129,4
Renyel Eligio,24,28,4
James Michael,21,25,4
Erik John,25,29,4
Trevor Patrick,24,28,4
Aaron Elton,21,25,4
Charles Elmer,124,128,4
Lawrence Michael,27,31,4
Charles William,26,30,4
Edward Isaih,126,130,4
David,31,35,4
Elizardo,21,25,4
Erasmo,27,31,4
Wilkin Emilio,24,28,4
Wilson Abraham,23,27,4
Thomas Oscar,22,26,4
John Young,23,27,4
Jimmie William,26,30,4
Mark William,22,26,4
Christopher Davis,26,30,4
Alexander Crawford,25,29,4
Forest Charles,132,136,4
Paul Ray,23,27,4
Alonzo Sidney,23,27,4
William Burris,124,128,4
LeJon Dante,24,28,4
Martin J.,25,28,3
Everett Virgil,122,125,3
Eddy William,23,26,3
Steven Zachary McGuire,24,27,3
Ambrose Nicholas,123,126,3
Brandon Duane,27,30,3
Alfonso,26,29,3
Mark David,25,28,3
Rey Francisco,23,26,3
Ruben Eduardo,21,24,3
Harry Thomas,23,26,3
James Robert,23,26,3
Edwar Emilio,26,29,3
Gary Louis,28,31,3
Aaron James,27,30,3
John M.,23,26,3
Timothy,22,25,3
Harold Herman,22,25,3
John Falk,122,125,3
Erasmus Arlington,22,25,3
Thomas Andrew,23,26,3
Chester Jennings,126,129,3
Herbert Eugene,28,31,3
Joseph Wayne,28,31,3
Gordon Cecil,23,26,3
Gregory Daniel,23,26,3
Michael Francisco,22,25,3
Travis Howard,24,27,3
Robert Cord,24,27,3
Daniel Albin,25,28,3
Joseph Paul,25,28,3
John Thomas,23,26,3
Adam David,24,27,3
Ricardo Antonio,24,27,3
Roberto,26,29,3
Rafael Orlando,22,25,3
Michael Dominick,127,130,3
John Joseph,124,127,3
Edwin,22,25,3
Kevin Lynn,25,28,3
Charles August,123,126,3
Frank C.,23,26,3
Anthony Vincent,22,25,3
Michael Thomas,31,34,3
Charles Anderson,121,124,3
Garrett Thomas,23,26,3
John J.,24,27,3
Bradley Kenneth,24,27,3
Jerrod Ashley,26,29,3
Shawn Willis,26,29,3
Alexander Norman,126,129,3
Robert Willis,122,125,3
Chad Karl,26,29,3
Brian Eric,23,26,3
Frank Bernard,124,127,3
Kenneth Leo,27,30,3
Matthew Paul,26,29,3
Antoan Edward,28,31,3
Frank Joseph,23,26,3
Addison Devon,23,26,3
Joseph Randall,27,30,3
Anthony Vito,28,31,3
Andrew Jackson,123,126,3
Irving Burton,24,27,3
Thomas Jefferson,133,136,3
Darrell Wayne,24,27,3
Thomas Malcolm,121,124,3
Arnaldo Rafel,22,25,3
Patrick J.,30,33,3
William Henry,25,28,3
Ralph Ronald,28,31,3
Richard Dale,23,26,3
Jeffrey Thomas,25,28,3
Peter Ernest,122,125,3
Brian Shawn,29,32,3
Daniel Donovan,26,29,3
Charles Francis,25,28,3
Efren,25,28,3
Yamaico,23,26,3
Albert Francis,124,127,3
Ricky Lee,24,27,3
Ernie Wyre,31,34,3
Juan Ramon,25,28,3
Michael James,27,30,3
Frederick William,132,135,3
Bryan Alois,22,25,3
Nyls Wallace Rex,20,23,3
John F.,21,24,3
Peter James,20,23,3
Sydney Lloyd,25,28,3
Frederic William,127,130,3
Diomedes Antonio,41,44,3
Thomas Noble,127,130,3
Lester Jesus,23,26,3
Francisco Javier,26,29,3
Steven Robert,24,27,3
Miguel Arturo,28,31,3
David,19,22,3
Robert Donell,26,29,3
Paul David,28,31,3
Hector,24,27,3
Jeffrey Scott,28,31,3
Charles Arthur,122,125,3
Howard Ralph,24,27,3
Jose,23,26,3
Rafael Angel,23,26,3
Willie,27,30,3
James Francis,29,32,3
Peter John,123,126,3
Earnest Preston,129,132,3
Luis Alberto,23,26,3
Daniel David,24,27,3
Franquelis Antonio,24,27,3
Akinori,32,35,3
James Leo,127,130,3
Robert Emmett,125,128,3
Edilberto,30,33,3
Andrew B.,26,29,3
Christopher Matthew,23,26,3
Frank Joseph,126,129,3
Jimmy Santiago,23,26,3
Johnny Alfonso,26,29,3
Erik Daniel,25,28,3
Stanley Francis,23,26,3
Laurence Albert,124,127,3
Vance Linwood,133,136,3
Jordan Patrick,25,28,3
Claude Jayhawk,24,27,3
Jerry Lee,25,28,3
Jonathan Samuel,29,32,3
Salvador Johan,21,24,3
Ryan Keith,22,25,3
Antonio Miguel,23,26,3
Eugene David,22,25,3
Hugh McLaurin,23,26,3
Luis M.,25,28,3
Tony Francisco,25,28,3
Jose,27,30,3
John Allen,25,28,3
Walter Edward,21,24,3
William Herbert,24,27,3
Thomas William,25,28,3
William Raymond,23,26,3
Joseph Michael,25,28,3
James Washington,125,128,3
Angel Maria,23,26,3
Carlos Angel,24,27,3
Harley Fenwick,28,31,3
Michael DeWayne,24,27,3
Bradley J.,23,26,3
William Paul,25,28,3
Charles Bruce,26,29,3
Gary Roger,24,27,3
Wade A.,25,28,3
William Joseph,123,126,3
James Bradley,23,26,3
Roscoe Clyde,125,128,3
Orlando,25,28,3
John Allen,22,25,3
Joseph Wick,22,25,3
Randall Jai,23,26,3
Luis Anibal,27,30,3
Jesus Alejandro,22,25,3
Juan Miguel,25,28,3
Robert Van,25,28,3
Craig Stephen,24,27,3
Tomaso Anthony,24,27,3
Gino Michael,26,29,3
Ryan Dale,24,27,3
Marcus Braymont,23,26,3
Matthew Cody,22,25,3
Roy Daniel,122,125,3
Warren Neal,26,29,3
Charles Robert,24,27,3
Eugene,124,127,3
Harry Edwin,123,126,3
William L.,23,26,3
James Irving,125,128,3
Raymond Anderson,125,128,3
Julio,29,32,3
Chester Collins,125,128,3
Alvin,27,30,3
Jeffrey Robert,25,28,3
Juan Bautista,23,26,3
Willard Lawrence,22,25,3
Emmett Jerome,126,129,3
Michael Christopher,23,26,3
William Lawrence,122,125,3
Kenneth Scott,25,28,3
Gregory Thomas,125,128,3
Charles Hazen,28,31,3
Michael,20,23,3
Joseph Harley,126,129,3
Damian Joseph,25,28,3
Earl Victor,126,129,3
Howard Zell,121,124,3
William Francis,23,26,3
Warren A.,124,127,3
Marty Lee,30,33,3
Soule James,122,125,3
Charles Roy,123,126,3
Luis Main,25,28,3
Herbert George,124,127,3
John Jacob,132,135,3
Kameron Kraig,24,27,3
Arthur Beauregard,128,131,3
Devin Douglas,23,26,3
Ronald Knox,28,31,3
Hector Luis,26,29,3
Emile Michael,128,131,3
Carlos Ramon,23,26,3
Timothy J.,121,124,3
William Glenn,125,128,3
Benjamin Jenison,123,126,3
Michael Howard,28,31,3
Ambrose Moses,125,128,3
Jason Adam,25,28,3
Charles C.,121,124,3
Russell Brent,29,32,3
Raymond Ellis,123,126,3
Alexander J.,28,31,3
Henry Cooke,126,129,3
William Henry,24,27,3
Quenton Terrell,27,30,3
John Paul,24,27,3
Joseph,21,24,3
Eric David,25,28,3
Matthew Clifford,25,28,3
Joshua William,27,30,3
Ebin Delmer,125,128,3
David Bruce,26,29,3
Michael Lance,24,27,3
Michael Joseph,124,127,3
Jordan Horton,21,24,3
Exavier Prente,25,28,3
Jeffrey Alan,24,27,3
Stephen Paul,23,26,3
Phillip Arden,23,26,3
Joseph Paul,29,32,3
Luis,28,31,3
Eugene Harold,23,26,3
Mark Linden,25,28,3
Michael Randall,19,22,3
Edgar Ellsworth,129,132,3
Jonathan David,25,28,3
Phillip Dale,24,27,3
Wyatt Arnold,122,125,3
Mark,21,24,3
David Lee,21,24,3
Robert Albert,26,29,3
David John,23,26,3
John William,26,29,3
Donald George,30,33,3
Bradley Jay,24,27,3
Jensen Daniel,23,26,3
Philip,122,125,3
James Julius,124,127,3
William Henry,129,132,3
Allen Harry,23,26,3
Johnny Joe,25,28,3
Donald Eugene,28,31,3
Abraham Louis,26,29,3
James J.,22,25,3
Glenn John,123,126,3
Joshua William,24,27,3
Henry Carl,124,127,3
Vivan Alexander,129,132,3
Zachary Taylor,24,27,3
Ernest Lee,25,28,3
Scott Francis,27,30,3
Yunesky,29,32,3
Jason Ramond,26,29,3
Darin Paul,26,29,3
Ryan Brent,28,31,3
Randy Carl,24,27,3
Gabriel Antonio,23,26,3
Adelbert William,121,124,3
Julio Daniel,24,27,3
John Robert,24,27,3
Leonys,23,26,3
Manuel,26,29,3
Michael Gabriel,29,32,3
Alfred Dean,25,28,3
Carlos M.,24,27,3
Oreste Vilato,24,27,3
Edward Harbert,123,126,3
William Henry,120,123,3
Joseph Hanley,127,130,3
Roy DeVerne,122,125,3
Thomas Owen,27,30,3
Luis Angel,26,29,3
Julio Alberto,30,33,3
Mark Garfield,124,127,3
Robert William,23,26,3
Carlos Cesar,24,27,3
Martin Benjamin,25,28,3
Matthew Michael,25,28,3
Frank Octavius,126,129,3
Walter S.,124,127,3
Timothy Edward,29,32,3
James Joseph,26,29,3
Daniel J.,28,31,3
Nicholas,121,124,3
James Robert,24,27,3
Frank George,122,125,3
John Michael,24,27,3
William Paul,21,24,3
Michael Anthony,26,29,3
David Pledger,29,32,3
Jeffrey Michael,24,27,3
Julio Alberto,20,23,3
Philip Wiley,123,126,3
Michael D.,26,29,3
Herbert Mark,122,125,3
Stanley Brown,25,28,3
John Peter,126,129,3
Louis J.,29,32,3
Hisanori,35,38,3
Jeffrey Wilson,26,29,3
Mitchell R.,25,28,3
Walter Edward,127,130,3
Donald Clyde,29,32,3
Harry Leonard,24,27,3
Alan Marshall,122,125,3
Lindo Ivan,124,127,3
Otis Hinkley,22,25,3
Joshua Randall,23,26,3
Rolland Mays,124,127,3
Scott Edward,26,29,3
Joseph J.,22,25,3
Elmer Griffin,128,131,3
Edward Harold,123,126,3
Michael Wayne,23,26,3
John Davis,121,124,3
John Frank,21,24,3
Charles Edward,125,128,3
Guy Patrick,25,28,3
Joseph Daniel,23,26,3
John Eugene,132,135,3
Paul Harrington,23,26,3
John Anton,25,28,3
Eric Michael,24,27,3
Pedro Maurice,30,33,3
William Joseph,124,127,3
William David,27,30,3
Stephen Drew,26,29,3
Harold Laverne,130,133,3
Keith Lavarne,24,27,3
George Cornelius,26,29,3
James Arthur Patrick,18,21,3
Louis Peter,24,27,3
Terrmel,27,30,3
Wallace Henry,123,126,3
James Daniel,124,127,3
Nathaniel,32,35,3
Brandon Roger,24,27,3
Christopher Charles,25,28,3
James Robert,29,32,3
Donald C.,125,128,3
John Andrew,22,25,3
Monroe Randolph,124,127,3
Matthew Scott,22,25,3
Robert Wayne,25,28,3
Edward Joseph,30,33,3
Robert Wesley,122,125,3
William John,125,128,3
Morris Dale,22,25,3
R C,24,27,3
Phillip Raymond,29,32,3
Richard Francis,23,26,3
William,20,23,3
Charles Wellington,23,26,3
Fred,123,126,3
Joseph Conrad,128,131,3
Robert John,22,25,3
Daniel Adam,25,28,3
Robert Walter,25,28,3
John,21,24,3
Jeremy Bryan,23,26,3
Robert,130,133,3
John Henry,22,25,3
Evan Lee,26,29,3
Kyle Duerr,24,27,3
Kenneth Eugene,126,129,3
Kal Hill,21,24,3
Charles Frederick,23,26,3
Albert Henry,25,28,3
Carey Isom,128,131,3
Jeffrey Doyle,21,24,3
Justin Ryan,25,28,3
Jose Altagracia,25,28,3
John Phillips Jenkins,24,27,3
David Wayne,26,29,3
Roman Anthony,27,30,3
Robert James,21,24,3
Albert Bringhurst,26,29,3
Edward Wesley,130,133,3
Albert Casper,126,129,3
Daniel Robert,23,26,3
Richard Paul,27,30,3
Frederick Albert,128,131,3
Bryan Anthony,24,27,3
John Henry,21,24,3
William Howard,23,26,3
Francis Joseph,122,125,3
William Martin,124,127,3
Ivey Merwin,124,127,3
Ralph Peter,127,130,3
Bob Mitchell,24,27,3
Jack Leroy,22,25,3
Brian Lee,25,28,3
Jack Burdett,24,27,3
Raymond Everett,125,128,3
Charles Landis,22,25,3
David Lindsey,26,29,3
Nelson Bernard,21,24,3
Henry Joseph,25,28,3
George Albert,123,126,3
Logan Edward,25,28,3
Stephen Russell Mallory,126,129,3
James Patrick,22,25,3
Richard Clyde,26,29,3
John Joseph,23,26,3
James Harold,129,132,3
Joseph Cain,26,29,3
Hector Felipe,24,27,3
Gerald Robert,24,27,3
Dennis Scott,25,28,3
Kazuhiro,32,35,3
Joshua Blake,27,30,3
Robert Frank,23,26,3
Robert,25,28,3
William Henry,25,28,3
Erik Douglas,25,28,3
Jack,124,127,3
Henry Alexander,119,122,3
Jeffrey Dewan,26,29,3
Henry Houston,24,27,3
Roger William,22,25,3
Orlando,25,28,3
Romulo Ignacio,23,26,3
Hector Enrique,22,25,3
Alejandro,22,25,3
Luis,22,25,3
Jorge,20,23,3
Gilberto,23,26,3
Matthew Stephen,23,26,3
Austin Allen,23,26,3
Henri Joseph,126,129,3
Robert Richard,22,25,3
Sandy,25,28,3
Wilin Arismendy,22,25,3
Donald Gary,24,27,3
Steven Allen,24,27,3
William Russell,123,126,3
Jason Anthony,23,26,3
Anton Ambrose,26,29,3
Ryan Lee,25,28,3
Daniel Jay,27,30,3
John Edward,23,26,3
Stanley Dean,24,27,3
James Henry,26,29,3
William George,123,126,3
Scott Drew,27,30,3
Adam William,25,28,3
Daniel Joseph,24,27,3
George Watson,22,25,3
Jonathan Daniel,24,27,3
Clarence Eugene,123,126,3
Keiichi,37,40,3
Delmer Edward,125,128,3
Clifford Raphael,26,29,3
Leonard Joseph,23,26,3
Jacob Thomas,24,27,3
Robert John,23,26,3
Mark Robert,25,28,3
Robert Lee,125,128,3
Laurence Marcy,24,27,3
Michael Cary,25,28,3
Wilbert Otto,127,130,3
Peter Paul,35,38,3
Foster Leroy,120,123,3
Ernest James,124,127,3
Kendall Cole,25,28,3
Elwood Vernon,124,127,3
Henry Rudolph,129,132,3
Gordon Ray,26,29,3
George Francis,122,125,3
Thomas Leroy,31,34,3
Nigel Edward,23,26,3
George,22,25,3
Reginald Dewayne,25,28,3
Thomas Hugh,124,127,3
Jeffrey F.,27,30,3
Floyd Euliss,25,28,3
Thomas Robert,24,27,3
James Alvin,127,130,3
Alexander Ames,24,27,3
Thomas Mark,28,31,3
Joseph William,131,134,3
Mark Eugene,27,30,3
William Carl,21,24,3
Robert,25,28,3
William Chad,28,31,3
Mark Bradford,26,29,3
Anthony Michael,26,29,3
Milton Robert,126,129,3
William Franklin,125,128,3
Arthur John,121,124,3
Jemile Nykiwa,24,27,3
Ralph Richard,125,128,3
Eric Michael,23,26,3
Casper Charles,26,29,3
George Louis,27,30,3
Floyd Clark,123,126,3
Matthew Michael,26,29,3
Kevin Joseph,27,30,3
Lewis W.,22,25,3
John Charles,26,29,3
Dennis Dean,27,30,3
Henry Levi,128,131,3
Gilbert Arthur,119,122,3
Sean Thomas,26,29,3
Neil Kannas,27,30,3
Thomas William,121,124,3
Ewart Gladstone,121,124,3
Arodys,21,24,3
Hawatha Terrell,22,25,3
Thomas David,26,29,3
Jack Dyer,22,25,3
Daniel Dean,23,26,3
Brett Alexander,24,27,3
Derek Robert,25,28,3
Gene Winston,25,28,3
Kenneth Rogers,27,30,3
Bruce Kenneth,29,32,3
Julio Julian Castillo,24,27,3
Carlos Luis,24,27,3
Thomas James,25,28,3
Lino,25,28,3
James Harold,22,25,3
Albert Bernard,130,133,3
William Lawrence,127,130,3
Jacob Edward,20,23,3
Jesus Anthony,24,27,3
Richard Fred,24,27,3
Jose,26,29,3
Thomas Gill,23,26,3
Hector,26,29,3
Esmerling de Jesus,26,29,3
Charles Wayne,19,22,3
William Joseph,24,27,3
Joseph Albert,130,133,3
Benjamin Harrison,121,124,3
William Jennings,27,30,3
Aaron Marshall,24,27,3
Daryl Marcelus,23,26,3
John Gustav,126,129,3
Erick Morgan,26,29,3
John James,20,23,3
Walter Miller,20,23,3
James,23,26,3
Lyle Forest,126,129,3
Edward Carl,121,124,3
Brian Patrick,28,31,3
Kevin Anthony,29,32,3
Christopher Matthew,26,29,3
Christopher John,27,30,3
Michael Nelson,20,23,3
Eddie Jack,26,29,3
Ryan Christopher,22,25,3
George B.,27,30,3
Kelvin Curtis,28,31,3
James Madison,29,32,3
Anthony Dale,23,26,3
Alexander Jesus,24,27,3
Jerome Edward,26,29,3
Rex Coleman,24,27,3
Robert Richard,26,29,3
Zachary Grant,24,27,3
Bernardo,29,32,3
Marvin Eugene,26,29,3
Craig Walter,24,27,3
William Richard,122,125,3
Charles Lawrence,127,130,3
Fritz Darrell,23,26,3
Rodney Lee,24,27,3
Thomas Michael,23,26,3
Bruce Ellsworth,26,29,3
Norman Ladelle,124,127,3
Oliver Edward,23,26,3
Roosevelt Lawayne,24,27,3
Darrell Wayne,26,29,3
Corey Allen,26,29,3
Andrew Marshall,27,30,3
Jordan Cassidy,27,30,3
Earl James,124,127,3
John Patrick Parnell,19,22,3
Thomas Arden,24,27,3
John Stephen,133,136,3
Freddie Lee,25,28,3
Michael James,24,27,3
Terry Dale,26,29,3
Michael Dana,27,30,3
Francis Clyde,121,124,3
John Francis,124,127,3
Raymond Edward,23,26,3
Joseph Francis,121,124,3
Morgan,28,31,3
Leslie Kingston,121,124,3
Alex James,23,26,3
Ernest A.,28,31,3
Elmer Robert,119,122,3
Glenn Lawrence,24,27,3
Ryan Dean,28,31,3
Mark David,26,29,3
Charles Ruley,25,28,3
Robert James,129,132,3
Samuel Thomas,25,28,3
John Brite,25,28,3
Brad,25,28,3
William J.,20,23,3
Dorian Scott,23,26,3
Marshall Lee,25,28,3
Michael Charles,25,28,3
Jean Carlos,31,34,3
Donald John,24,27,3
Patrick Daniel,24,27,3
Carl Edward,22,25,3
Lyman Wesley,25,28,3
Derek Wayne,26,29,3
Denis,23,26,3
Jason Carl,25,28,3
Brian Thomas,26,29,3
Julio Giacomo,126,129,3
Robert Averill,24,27,3
Albert,131,134,3
Charles Cobb,25,28,3
Jeffrey Scott,24,27,3
Robert Edward,21,24,3
Joseph Edward,126,129,3
Randy Walter,26,29,3
Brandon Kyle,25,28,3
Juan Ramon,23,26,3
Dellin,23,26,3
Floyd Clifford,128,131,3
Fred Donald,24,27,3
Bruce,26,29,3
Werner Joseph,26,29,3
Joseph Richard,25,28,3
William Robinson,22,25,3
Charles Tuller,28,31,3
Nicholas Raymond,23,26,3
Angel,124,127,3
Luis,23,26,3
George Alberto,24,27,3
Lawrence Dennis,22,25,3
Dwain Cleaven,24,27,3
Norman Craig,23,26,3
Dylan Davis Haines,26,29,3
Kevin Richard,23,26,3
Albert Wright,23,26,3
William Cecil Glenn,22,25,3
Richard Thomas,22,25,3
Donald Glenn,25,28,3
Charles,124,127,3
Jay Robert,26,29,3
Alberto Jose,25,28,3
Victor,26,29,3
Angel Luis,26,29,3
Brandon Durell,23,26,3
Jermaine LaMont,24,27,3
Raymond Payne,26,29,3
Alexi Jose,22,25,3
Jesus Manuel Orlando,21,24,3
Henderson Javier,21,24,3
Jose Carlos,21,24,3
Charles Augustus,127,130,3
Wendell,25,28,3
Luis,27,30,3
Thomas Edison,28,31,3
Joseph Abram,125,128,3
Kurt Harold,23,26,3
William G.,125,128,3
Ricky Lee,23,26,3
Nathan Masler,23,26,3
Robert Gordon,25,28,3
Winston Leonardo,29,32,3
Cecilio,26,29,3
Thomas James,26,29,3
Dustin Michael,23,26,3
Mark Robert,26,29,3
Hugh Carpenter,123,126,3
Henry Bernard,125,128,3
William Aloysius,132,135,3
Pedro,25,28,3
Blake William,22,25,3
James Melvin,25,28,3
Brandon Alan,24,27,3
Charles Alfonzo,25,28,3
Michael Richard,24,27,3
Clayton Daniel,31,34,3
Jerry Houston,24,27,3
William Samuel,19,22,3
Alfredo,25,28,3
Brandon Kyle,23,26,3
Robert Edward,27,30,3
James Fred,126,129,3
Yamil Antonio,23,26,3
Jason Thomas,26,29,3
Martin,25,28,3
Charles Carl,125,128,3
Brandon Charles,26,29,3
Bradley Steven,24,27,3
Roland,126,129,3
German,23,26,3
Frank,31,34,3
Emile Deering,124,127,3
Emil,124,127,3
Edwin Frank,122,125,3
Anthony Edward,24,27,3
Jason Charles,24,27,3
George F.,26,29,3
Howard Francis,124,127,3
Charles Joseph,26,29,3
Thomas Calvin,122,125,3
Philip,27,30,3
James Henry,22,25,3
Frank Frederick,125,128,3
Greg Robert,24,27,3
Joshua LaRoy,24,27,3
Brian David,26,29,3
George Oliver,126,129,3
Joshua Charles,25,28,3
Edward Norman,21,24,3
